run,event,pt_visA,phi_visA,eta_visA,pt_visB,phi_visB,eta_visB,pt_MET,phi_MET,mT2,mll
283934,882343680,93.244,-1.32715,-1.81299,21.521,0.725098,-0.618164,47.6862,2.1665,36.816,95.363
283934,893185655,125.349,-0.985352,0.665649,53.4523,2.22412,1.09448,83.3459,2.55615,0.331188,167.395
283934,922952066,59.7264,2.65479,-0.857666,33.5176,-0.190521,0.195862,42.368,-1.90283,23.4053,101.333
283934,500732327,130.322,-2.55469,1.4436,66.2119,0.137878,1.14966,42.9363,2.06201,41.4453,183.182
283934,530678428,38.6196,-2.74219,-0.482666,35.4679,0.348755,-1.86743,23.9364,0.0911255,0.234909,92.4641
283934,585437359,75.6305,-2.98779,-1.0376,31.5512,-0.183624,-1.52197,24.8029,1.96509,19.0135,99.2305
283934,778096002,44.278,0.973145,0.812744,42.3991,-2.03516,0.128876,43.318,-2.55615,10.4927,91.5906
283934,794922081,80.8934,-1.55591,-0.672974,40.9492,-1.55029,-0.667603,52.3122,1.2002,74.0005,0.447223
283934,868010840,43.0849,0.0104847,-1.17627,29.1963,-2.93457,0.376282,41.9428,2.16992,15.9378,93.1425
283934,989004736,63.9074,1.9126,0.705933,51.624,-0.939575,2.36963,31.0889,1.98828,3.10932,156.091
283934,1201349113,56.7695,1.40015,-1.49976,47.4226,-0.960083,-1.11377,35.2224,2.13721,24.1773,98.0461
283934,1318642729,37.3444,1.14404,-2.33154,20.5362,-1.91431,-0.307434,34.2187,-1.47021,0.346805,86.2257
283934,1504669591,43.6276,3.09717,0.216125,37.1089,0.0203667,-0.790771,54.7535,-1.44287,11.8873,90.8511
281641,65604034,40.4658,-1.80811,-0.132141,35.0588,1.64111,1.32227,34.2406,1.91772,0.17586,95.4473
281727,862788066,41.4775,-2.36084,1.3457,33.0826,0.31189,0.0788879,26.4515,1.12891,15.8863,87.7804
281727,1043728687,75.0811,-1.01221,2.19629,22.3064,2.90771,0.975586,49.2973,1.81274,28.9013,92.4992
281797,427377635,48.6893,3.05811,1.15649,38.4206,-0.155457,0.481445,34.3347,-1.58252,0.383861,91.4238
281797,439653274,49.7221,1.13672,1.82788,40.6195,-2.25391,1.35547,41.6248,-0.150085,20.6595,91.7242
281797,526546978,61.9197,-0.164978,-0.483215,39.0433,1.35571,-1.49854,59.765,-1.46021,52.5067,85.4794
281975,108756631,49.1736,1.8186,0.343384,36.4643,-1.18311,-0.459717,20.2856,2.11279,5.26734,91.4182
281975,117952634,43.7758,2.79443,1.00635,40.136,-0.273804,0.551514,25.9712,-3.00049,5.91468,85.9551
281975,350891300,50.7042,0.850708,0.35675,40.3277,-2.28662,0.0622559,34.0119,-1.24683,1.18839,91.4206
282033,48510514,56.6485,-2.20898,-2.20654,46.2553,-0.0371933,-2.35205,40.2071,-0.343262,0.149692,90.8819
282033,53624549,43.2038,-1.15649,0.0932465,37.2726,2.67676,1.28857,42.4973,2.62354,2.08564,91.0458
282033,58562763,57.1523,0.245026,0.45752,26.8415,-2.91895,-0.326843,48.775,0.476074,0.447945,84.4311
282092,224686067,104.651,0.0593262,-0.866699,25.2005,-1.07617,0.442261,22.433,-0.852783,0.140785,90.8411
282092,224911523,46.4472,-2.66113,0.721313,26.1168,0.386963,2.23438,52.9283,-1.26685,0.494582,90.5022
282092,242856214,37.2556,2.28076,-0.932617,33.1768,-1.25195,-1.10034,22.2311,-0.332825,14.216,69.2261
282092,252298139,47.8231,2.04053,1.78979,45.3454,-1.60352,2.05908,20.3396,-0.8302,15.6117,91.0845
282092,460918862,47.3118,1.24048,1.89868,31.6975,-1.85083,0.854858,39.0902,0.449097,0.447288,88.2197
282092,471689837,48.875,-2.91895,-0.668945,39.6215,-0.734375,-1.58521,33.6425,-0.599609,4.75736,88.5799
282092,488909920,37.123,-0.867065,-0.791992,35.0687,2.60596,0.657837,55.7599,-0.888062,0.170039,91.1946
282092,1270840950,37.1982,-1.70776,-2.01562,31.4668,1.46875,-0.522827,89.4436,1.16699,5.48807,88.379
282092,1981039302,79.1865,-0.655884,0.825195,27.8233,-2.77637,0.614746,27.3209,1.89038,31.4757,82.5011
282734,82530641,30.9403,0.859009,-0.391907,30.2772,-1.88623,1.42896,32.5895,1.99463,17.8464,87.5595
282734,594994840,57.3346,-1.3938,0.134003,38.1833,2.5542,0.350281,30.3233,2.9541,0.150398,86.6693
282734,618730438,46.5371,2.08887,0.191864,45.9676,-1.17358,0.163635,25.3159,1.35034,9.42898,92.3433
282734,623229026,80.0683,2.58105,-0.0988159,38.1984,1.54224,-1.21265,30.7548,0.943115,18.9382,84.9557
282800,236028064,51.1481,-1.62207,-1.36572,42.0433,1.52344,-1.49951,37.8246,-2.81152,1.32007,92.953
282800,238460417,74.8945,3.14062,1.83789,46.5715,1.4939,2.13281,94.0197,2.07568,0.175823,88.378
282800,308488936,45.3405,0.972656,-1.48608,41.1993,-1.86963,-2.10303,35.1251,1.2356,8.17202,89.6645
282800,404300566,42.2073,1.30078,-0.0649109,33.4238,-2.63428,1.40381,56.0514,-3.0625,0.189188,91.8227
282800,409222662,44.3857,2.83789,0.631958,40.6475,-0.810791,1.16895,22.7527,0.960205,21.9955,85.4136
282800,546406766,47.6493,-1.20874,1.75659,44.8437,1.96582,1.01221,29.7375,0.921875,6.24287,98.9164
282807,507293636,55.6899,-1.39282,-1.57764,39.0442,1.28735,-1.24878,43.5364,-2.27539,24.177,92.0867
282807,528817336,53.021,0.232056,0.444397,30.0121,3.04736,1.5564,50.9711,-3.12256,4.19516,91.5213
282807,570133087,40.0974,1.70874,-1.29785,28.265,-1.15796,0.33783,34.0759,-3.05469,17.527,90.6635
282807,573807678,63.5259,2.86523,-1.21362,47.2158,-1.61548,-0.58313,54.6684,1.29712,55.9114,92.7826
282807,593369154,59.5363,1.66431,-1.82397,45.9307,-2.01172,-1.76196,24.8694,1.29712,11.2537,100.926
282842,3785978,34.3065,-2.33447,0.494873,26.0206,1.81372,-1.62012,54.3876,1.19775,19.851,91.9904
282842,13526358,39.0906,2.89795,0.501953,20.9338,-0.929932,-1.54541,22.756,-2.81592,0.146521,87.8156
282842,20064247,47.7142,-1.37891,2.0083,45.6479,1.71533,1.80737,51.1641,1.49341,0.282961,93.7846
282842,28430747,53.3905,-0.981812,-0.985962,34.3851,2.27783,-0.190643,29.9848,1.43921,10.2344,92.4205
282842,34287155,46.9754,0.0582504,-0.557983,37.2067,2.97656,-0.731567,58.0677,-1.75195,23.1156,83.41
282922,92929586,34.0307,-0.319214,1.14966,33.0806,2.86133,-0.477478,26.6481,-3.08154,0.307002,90.5556
282922,193979374,51.6029,1.92529,-0.510864,41.646,-0.864624,-0.655762,42.0681,-0.298096,0.192556,91.5334
283043,147345937,59.6525,-2.97998,1.18213,30.5984,0.553101,0.433655,49.541,0.520874,1.25241,89.9782
283043,161630894,29.6448,-3.01807,-1.39624,28.5096,0.0561218,0.56604,24.7394,2.76465,4.68215,88.4253
283043,187094327,48.6893,-0.616455,1.67334,44.2964,2.89062,1.26465,55.7878,1.8877,26.2764,93.3135
283043,943529578,43.8285,-0.637817,-0.760864,39.5826,2.54297,-0.0782623,20.9142,1.72046,4.96466,88.1869
283050,10998675,69.682,2.25537,-0.120239,29.3424,-0.926758,-0.651123,28.2199,-0.772705,2.54032,93.6222
283050,10229210,64.0064,-1.948,1.18237,31.6779,1.20386,0.69812,52.3511,0.419434,4.17512,92.7091
283050,12277312,35.7881,1.34961,1.42847,33.2805,-1.48218,-0.140991,34.885,1.19775,0.164283,90.7659
283050,18720767,60.7557,-2.54736,-1.30908,20.6805,2.85498,0.719849,46.9077,-0.423279,50.4139,90.1236
283050,369466559,30.2589,0.944458,1.56104,27.4421,-2.20605,-0.40625,37.1993,-0.794556,3.29113,87.8347
283052,160245579,72.484,1.80688,-1.44946,30.1576,-1.92407,-1.20996,26.5181,3.13623,0.168104,90.1787
283270,235504288,59.2969,-0.738892,-1.55347,27.0889,2.66113,-0.324585,22.6821,0.807983,14.9549,95.2116
283270,850441101,61.2789,0.266174,-0.357971,33.3706,-2.56201,-0.360107,41.5964,-1.22729,0.236504,89.3333
283283,1269293232,43.4106,-0.550049,-0.517578,43.1422,2.63721,-0.0589828,38.2463,-0.996216,0.333728,88.8157
283283,1288589124,32.039,1.7229,0.886841,23.3145,-1.17603,-1.2124,22.2561,-1.4436,4.80289,87.39
283306,505369528,32.3081,-0.824463,1.47339,27.452,2.77197,-0.506104,38.9215,1.7522,19.3087,90.2026
283306,505922444,33.7599,-1.95508,-0.553467,32.8857,1.5,-2.22998,33.4788,-0.683716,17.7001,90.8629
283307,199438691,65.2691,1.37817,0.130463,27.1945,-1.36743,-0.621582,30.0125,0.165344,0.202314,88.7538
283307,214874407,53.2577,2.19189,-1.23389,36.116,-0.844971,-0.633667,21.8707,1.86206,0.178659,91.5793
283307,222493701,39.4187,1.44385,-0.459473,33.0859,-2.57617,1.14966,37.2308,-0.944214,32.57,91.8969
283358,1689989276,40.197,2.21191,-1.19312,39.3056,-0.980347,-2.19482,21.4093,1.64966,4.70518,89.6564
283359,447907767,79.3712,1.6123,-0.906006,44.9953,-1.33887,1.03784,51.3325,2.18311,16.449,180.202
283359,543279726,53.56,1.91528,-1.23657,34.14,-1.24805,-2.34082,39.3143,-1.26123,0.174884,98.8883
283408,47030526,29.2839,-2.89697,1.94971,28.9267,-0.205872,-0.151978,65.2447,1.03784,26.9306,92.5086
283408,50943223,48.1428,-0.403748,-0.432556,42.5438,3.05811,-1.06006,26.3824,1.20239,19.4351,93.9027
283408,59093311,30.4765,2.37402,-2.03564,28.9856,-0.677246,-0.363098,49.8837,-1.59473,10.1323,81.4251
283408,182407530,45.2799,2.19629,-0.446655,40.133,2.20654,1.54736,53.7124,0.516113,50.4708,99.8028
283408,512695951,60.3567,-2.97168,-0.398682,32.1752,-0.145233,0.137085,91.9382,2.93604,17.9242,90.2639
283408,805227479,83.5407,-2.79541,0.186737,21.1175,0.375977,0.984253,47.0627,0.256592,2.30658,90.7632
283408,814111338,42.113,-0.973755,0.209442,34.1,2.15137,-0.769409,27.474,2.5835,2.69032,85.0483
283408,855759337,38.6815,-0.341064,-0.0895691,38.6437,2.80518,-1.29272,39.1495,1.09497,2.97897,91.7438
283408,1227369101,47.254,-0.928833,-0.172577,34.3109,2.22021,-0.588257,58.1279,0.8396,4.35619,82.2766
283408,1228346088,46.5705,0.332764,1.81812,46.4024,-2.19141,2.15527,49.694,0.572754,10.3699,89.9665
283408,3453196287,47.2072,-1.52905,0.494629,46.7182,0.85498,0.87085,36.1194,2.52344,34.7617,89.0578
283453,697506682,35.9878,-1.22778,-2.38574,27.8357,1.92578,-0.494629,31.6926,1.35571,2.62196,93.7701
283469,34824298,49.9402,-0.0492172,-0.463623,48.4396,3.13184,-0.305786,50.6953,-1.45044,0.548045,98.6558
283548,222068107,41.2349,0.934448,1.22607,34.7048,-2.05859,2.33252,42.7302,-2.12354,2.27033,87.3542
283548,249587072,65.5655,-0.462708,-2.12061,34.1233,2.47461,-2.03662,51.5103,1.16064,0.305759,94.1913
283876,34083200,44.5351,0.358032,1.0752,40.7344,-2.75586,0.261597,50.6609,-2.94824,3.27161,92.3234
283876,43403124,40.7505,0.888794,0.316345,39.6463,-2.33594,-0.799927,51.7046,0.729248,4.58283,93.179
283876,485943301,35.7882,-2.21826,1.60181,31.8224,2.56396,1.17407,26.2847,-0.275391,34.7912,48.2737
283876,1135838176,62.6176,1.96021,-0.40094,37.1393,-0.331604,0.0160103,32.5069,-0.948608,18.4539,90.1763
283876,1099492723,58.9151,1.06055,1.72217,51.8082,-1.99072,1.91455,33.5326,-1.62378,0.214867,110.894
283876,1101086747,47.146,0.637817,0.204376,46.2807,-2.60449,-0.223694,54.9709,-1.03833,16.0702,95.455
283877,537574468,31.8887,0.234497,1.96533,25.0006,-2.58496,-0.137665,31.6735,-2.68359,2.60609,90.2203
283877,2131084979,50.166,-0.382263,-2.27051,37.7355,2.73145,-2.04541,57.1841,-1.82349,8.29834,87.5614
283884,717295342,64.6699,2.45117,2.19482,32.8614,-0.245209,1.99927,44.6105,-2.52588,28.2169,90.3757
283884,723393548,46.3635,-2.09912,0.0502472,43.888,1.07227,-0.234222,27.2233,2.37549,0.482065,91.1218
283884,728179785,51.8303,1.94385,-0.311523,34.4264,-1.50049,-1.17114,32.4228,1.05542,16.7658,91.5246
283884,687407598,31.1303,-2.0293,-0.158783,28.0441,1.11255,1.88892,44.2114,1.21802,0.698763,92.869
283884,692145646,42.6773,-1.62744,-1.48047,38.6346,1.34985,-0.550903,67.8611,0.90686,0.281144,89.8955
283885,2875734742,78.8151,2.85596,-0.188049,49.5721,-3.13574,1.15601,22.8395,-0.140259,52.4542,92.2833
283933,278668386,43.4287,0.651855,-1.16211,21.1032,3.04443,0.884155,30.7676,1.43896,0.167443,92.4848
283946,356591035,51.9876,-1.09937,1.5625,51.2463,0.701904,0.653076,28.3367,-2.73633,39.5146,94.3666
283946,394279530,40.1314,2.46045,-0.238525,31.3533,-0.485474,-1.79395,31.064,-0.309814,0.177857,93.2445
283946,1712793158,100.923,-2.8833,1.90186,41.5656,2.77783,0.682861,44.0517,1.41821,47.8681,92.8233
284006,107218919,62.2898,2.21973,1.66528,32.0732,-1.25977,1.17456,33.4957,-0.219604,19.1796,90.8637
281797,633558932,70.2534,2.17676,-1.52734,25.9815,-2.93604,0.0434265,30.9523,-1.94873,24.8423,87.9589
281797,822254048,31.6665,-2.34814,-2.13623,25.4448,-1.00464,0.404175,32.8199,-1.56519,0.146858,99.6048
281797,822616631,49.9857,-2.04785,-2.3584,36.6734,0.480774,-1.5061,20.7439,-0.696777,0.147822,89.885
281797,1124443735,65.915,1.46094,2.0752,27.1759,-1.66748,1.24414,61.7082,1.5144,1.29069,92.0593
281797,1321780531,45.498,-1.19458,0.436096,21.5126,1.97949,-1.33643,40.9811,0.848633,6.04295,88.7898
281797,1037183913,56.4975,-2.20654,2.04102,47.1615,1.98657,1.98901,33.5073,0.431641,38.7232,89.3351
281797,1074511264,81.9589,1.39819,2.17529,71.0113,2.67676,2.02979,43.1357,-2.74072,40.0519,91.7065
281797,1077509512,96.4847,-0.0383835,-0.567627,32.626,-0.0914307,-0.581665,38.4855,-1.37817,37.0592,3.07839
281797,1207334113,48.4844,-1.94995,1.85107,42.7383,0.826538,2.2002,44.4799,2.30273,26.5659,90.9425
281797,1208861682,38.1459,0.573608,1.41016,28.0469,-2.69824,-0.326294,23.8447,-2.18213,6.61618,91.5637
281797,1394255430,39.3941,-1.698,0.605591,22.658,1.24072,-1.33838,34.5439,-1.62549,0.155844,90.0687
281797,1396451628,39.5987,-0.0581512,-1.3728,35.6993,-3.05566,-0.303162,30.4471,2.51416,9.92753,86.0401
281797,1420942116,52.3123,-0.34613,1.96289,45.9251,-2.85107,1.91699,40.8269,-1.84717,0.166699,93.1318
281797,1433895281,30.1003,-1.23657,2.07373,29.9743,1.85693,1.54858,35.4671,1.29175,0.407558,62.1405
281797,1447774534,42.2953,1.9126,0.0856628,38.5948,-1.18237,1.08203,35.3789,-0.239685,0.437139,91.0225
281976,351799360,39.9826,2.16504,0.200256,38.4681,-0.907959,1.44556,27.3845,2.81445,6.52841,94.0999
281976,350086616,47.5858,1.39209,-0.580322,43.2362,-1.81958,-0.602051,28.8402,3.13184,0.338908,90.6674
281976,505716356,42.7468,0.927124,0.523804,25.2397,-2.40918,2.04004,62.5308,1.05713,0.194759,85.2552
281976,515490903,92.9895,-1.65503,1.20166,33.4742,1.79883,-0.524292,32.4822,-1.12622,14.7235,154.808
281976,72267694,100.904,2.68506,-1.34399,26.5806,-1.51904,-1.81934,20.0153,1.45947,26.9773,92.6948
281976,191999933,50.577,1.59912,-1.2312,43.7635,-0.906738,-0.851196,25.3309,3.08887,26.2965,91.1722
281976,212851288,48.5385,2.91553,0.548218,42.2998,-0.324951,0.942627,37.9652,-1.65015,0.332656,92.283
281976,262965720,75.6728,-1.49048,0.354065,23.4964,1.78101,-0.657227,43.4343,1.08423,11.2292,95.1892
281976,266892425,51.7584,0.0253563,-0.496704,26.8982,2.5791,1.14526,46.7014,-0.535278,18.5951,98.8825
281976,1386649877,82.3784,-0.0617676,-1.7063,26.2943,-3.11914,-1.82031,40.4761,0.935303,10.9816,93.1514
281976,1662288164,46.6783,-0.976929,1.13403,45.5922,2.06836,1.44385,24.026,-1.5603,7.38754,93.2676
281976,1491031932,37.5652,2.08789,-0.24762,34.799,-1.34351,1.23242,46.5003,1.10596,19.0497,92.4436
281976,1661338716,52.0576,-2.12793,-0.95166,39.9366,1.01636,-1.54102,22.0282,-3.05908,1.05285,95.1802
282735,546601214,57.5013,0.176331,-2.01807,31.4127,-2.78857,-2.1709,41.4194,0.275513,3.84086,84.9183
282735,706680145,126.265,-3.06592,0.391357,25.878,2.80078,1.79126,72.5861,0.192596,76.3768,89.8806
282735,700901675,47.0166,-3.11035,1.45264,40.6711,0.416748,0.664917,37.7411,1.33887,0.194117,92.8297
282735,1004987177,44.9923,-1.78125,-0.0859375,43.7835,1.32031,0.423645,23.9014,-0.767456,0.373868,91.6473
282814,143330291,46.1097,-0.562988,1.01758,44.0346,2.18164,1.15063,38.554,-1.75977,24.0613,88.5546
282814,163607235,46.699,1.06006,0.532837,43.3436,-2.02246,0.152344,25.5562,2.64209,8.24592,91.5749
282814,168622408,40.7305,0.791992,-2.35303,33.5309,-2.7085,-1.08862,44.1226,0.942627,0.167027,88.1994
282814,199200432,69.5521,-0.5177,0.653931,28.2318,2.48975,0.663086,82.3662,-1.12695,15.706,88.4263
282814,264346732,42.4704,2.18506,1.08936,27.8752,-1.11719,-0.435608,39.0282,-2.72559,0.325411,89.6367
282814,375944435,33.8359,-1.61499,-0.163605,22.4023,1.23975,-2.36572,44.2911,1.22437,0.185239,91.6153
282814,383805728,33.7042,-1.05151,-2.15186,30.7684,2.5835,-0.37146,23.6556,-0.751953,7.08345,90.2957
282814,409091381,32.4744,2.38477,1.36011,30.0849,-0.773804,-0.462036,30.8717,0.918945,4.11146,90.3019
282814,1841037077,78.3371,-2.44141,1.57324,27.5309,-0.670654,0.485596,33.8774,3.05908,27.3925,89.3481
282814,2353165726,62.2083,-0.628662,0.490356,32.9464,3.13037,1.03149,44.9358,-2.66309,0.186088,89.7567
282814,2606625593,38.5183,0.295349,1.88867,28.3688,0.27063,1.9751,27.2179,0.667725,8.08633,2.97232
282923,117843571,118.725,0.890747,1.76855,41.6148,0.182648,1.24072,32.3904,-1.54761,49.7764,61.5165
282923,264730665,39.0674,2.39307,0.571167,36.7134,-0.612671,-0.717896,24.4049,2.76074,6.1341,91.8856
283308,545761064,57.4022,2.35547,1.5603,53.5251,1.61914,0.188416,41.4019,-1.20972,65.4024,91.3252
283308,549768877,34.0162,0.663818,0.353577,30.903,-2.58643,2.12939,59.9572,1.17944,0.341209,92.0624
283308,550595525,30.4055,-2.23145,1.31104,23.5764,0.412048,-0.910767,28.7958,0.258362,0.168558,89.1594
283308,628279142,94.5402,-2.29102,0.238647,41.5811,0.279602,-1.59863,54.2064,-0.13208,0.183096,178.679
283453,479879814,25.0799,3.02783,2.3999,20.2488,3.02734,0.398865,34.6231,3.13965,2.21092,53.003
283453,596698334,65.5363,-2.53125,0.467041,26.1123,0.33728,1.39502,36.926,-1.72119,0.230753,91.1094
283453,601611995,57.0032,0.966309,-1.17847,40.5483,-1.65576,-1.03223,21.7463,-2.23047,13.3009,93.194
283453,600840017,45.8306,-0.681152,0.329041,38.0518,2.50684,1.21021,68.428,0.0262871,9.16525,91.7388
283478,130735565,38.5908,1.30713,-1.08228,29.1054,-2.75537,0.585083,31.8589,3.03857,0.162116,86.7304
283478,134525899,45.8863,-3.1416,2.10107,40.611,-0.0743408,1.87305,39.3498,2.21436,9.91147,86.8388
283478,277668115,40.2271,2.9043,0.470276,37.9371,-0.491028,-0.504272,25.3679,2.65918,6.00145,87.0315
283478,280360598,42.1635,-0.7229,0.743896,37.285,1.68384,2.08203,75.319,1.09302,0.209104,93.4758
283478,288811704,50.5346,-0.302368,0.908325,41.6137,2.19336,0.50354,25.4306,-0.00688362,0.136732,88.96
283478,672522747,48.2029,-1.32495,-2.23828,40.411,1.37939,-1.76587,67.8555,-0.814819,0.203038,88.702
283478,696949771,47.3237,-2.75098,-0.924194,44.2808,2.94775,-1.59497,83.3167,-0.417297,82.4815,40.9196
283478,780812030,54.7757,-0.667114,-0.369751,44.09,2.71338,-0.226166,27.767,2.33008,9.30085,97.8414
283478,992996463,32.8346,1.88135,1.5498,32.7486,-1.23706,-0.190002,49.3948,-1.3313,1.78506,91.9992
283478,1148912752,69.193,3.10498,1.70898,29.641,3.11182,1.68652,23.7259,-0.406311,43.6022,1.06328
283478,1232630379,84.9637,2.57666,1.15649,30.9392,-1.68433,1.82642,25.5561,1.47778,29.5228,93.6771
283478,1290449036,60.537,1.48999,-0.847412,34.215,-1.89185,-1.14697,31.4753,-1.97144,0.157074,91.3969
283876,559300113,50.2795,-0.190369,1.88843,26.4798,3.0791,0.536743,69.0149,0.723877,15.4311,90.1666
283876,575641969,50.4501,0.0539398,0.0912933,25.5616,-2.45068,-1.51782,29.2897,-2.74561,7.49933,93.6869
283876,576236208,50.2036,-0.534546,1.72168,38.6942,2.47363,1.34814,28.1535,2.44775,0.144167,89.4989
283876,581747325,46.0155,1.29297,-0.640137,36.299,-1.99854,-0.328552,29.2832,3.00195,0.265318,82.5061
283876,585473867,35.2378,-2.34668,-1.0564,21.8466,-2.19678,0.577637,25.3221,-3.0498,14.0692,50.7229
283876,599401392,43.431,2.08154,0.615356,34.5535,-1.32544,-0.653198,34.6363,0.16745,18.5907,93.029
283876,653089176,78.9777,3.0293,0.880981,70.8295,-1.56519,0.111969,21.5494,-0.116196,39.555,126.406
283876,864160452,77.8144,-1.91528,1.44995,30.5448,0.27002,1.15723,30.0824,1.73071,31.8125,87.7468
283876,968800362,28.6837,0.426819,-1.0752,25.8012,-2.41992,1.12085,20.8995,2.27197,12.8664,90.2852
283876,986508280,42.3564,-1.17749,2.05664,37.4267,1.65576,0.933716,22.0979,-1.10474,0.135194,91.7035
283876,1028527223,35.6067,0.618286,1.99194,29.5947,-2.15723,0.195099,29.7163,-1.93335,0.16883,92.1817
284036,126001578,169.747,-1.14722,-0.368835,38.801,-1.96924,0.349304,55.2938,1.54663,80.8415,88.0382
284036,175463503,72.8217,-1.19507,0.283813,36.2375,2.68066,0.0340042,25.1419,0.704712,29.9549,96.755
284036,44988211,32.4243,2.76611,1.28711,28.8818,2.84814,-0.914917,64.8003,1.229,44.6535,81.8884
284036,45793266,43.4182,-0.085022,1.7937,32.5833,2.73389,0.604614,34.1659,-2.24658,19.2877,88.0918
284036,102163647,48.3457,0.880859,2.16455,41.954,-2.02441,1.84009,22.1677,2.6001,15.3291,90.6413
284037,123532648,145.857,2.58105,2.0918,74.4696,-3.02441,1.50024,29.4916,-2.69189,14.7166,93.3484
284037,197961785,50.8856,1.40308,0.408691,22.4636,-1.60913,-1.22241,28.1613,-2.8584,10.4361,91.276
284037,456815089,41.0656,-0.27002,0.109009,40.8696,2.84033,-0.808716,21.2472,-1.65039,5.17773,90.7042
284037,492813017,62.0367,1.12061,-1.68628,29.6966,-2.61035,-0.767456,32.344,-1.25293,25.7811,91.7354
284037,537806405,50.491,1.72876,1.927,24.3797,1.73438,1.91968,62.1993,-1.4729,63.9244,0.3238
281693,256075,56.2648,2.87842,-0.00688648,51.6435,2.87012,-0.0290184,81.6662,0.228455,90.9193,1.27419
281693,13502231,61.2022,-0.754272,-1.10181,38.2362,-2.90625,-0.513794,76.1719,-0.785645,0.159156,89.9028
281693,14041148,49.7103,2.39893,-0.323853,40.1257,-0.593994,0.173218,41.2827,-2.90039,14.7114,91.8569
281693,152055556,68.4304,2.80566,1.48535,56.2741,1.10522,0.208679,31.2959,-0.387512,43.8088,125.992
281693,286157856,35.3394,1.38354,-0.791138,25.9999,-1.73608,1.06445,43.4855,-1.28076,0.606839,88.6406
281693,522995492,50.0639,1.98145,0.36731,41.8003,-1.0332,0.322449,24.2171,-0.232666,0.227339,91.3306
281693,550254602,55.3846,-3.05566,-0.481262,37.5089,0.69043,-1.14185,25.991,0.650635,1.23524,92.2676
281693,809516653,39.1939,-1.10229,1.9519,34.5406,2.28467,0.618408,24.4028,2.98828,0.193397,90.1104
281693,816723346,55.0356,-1.43457,-0.608276,34.2771,1.69775,-1.01636,55.2894,2.53174,4.16043,88.6804
281693,1643841348,45.2232,2.45898,-0.325378,42.2984,-0.714966,-0.895386,30.9371,1.28613,6.34879,91.0384
281693,2662504674,38.8353,0.183319,-0.900513,31.8191,-3.10205,0.667725,22.524,-3.11426,0.140299,92.9117
281693,2664593655,52.2869,0.647461,0.66333,27.2803,-2.20947,-0.592896,24.1808,-2.42871,4.96227,90.2987
281693,2743350542,46.4446,0.83667,1.02856,45.191,-2.12402,1.37207,28.0371,1.28198,9.05223,92.6127
281693,2898739981,53.6977,1.27393,2.33984,23.3056,-3.1167,0.474426,26.8414,2.15332,0.146899,95.2261
281797,177837183,65.0457,1.79517,1.79614,40.1068,-2.2041,1.53003,29.5536,-2.91797,0.148397,93.8973
281797,180650460,37.2189,0.389038,-0.120056,37.1543,-2.73486,-1.39551,36.5825,1.07764,3.93963,90.0139
281797,185393035,45.5197,-0.682861,-0.51709,38.2981,-3.14111,1.27612,27.6166,-1.66382,0.147785,116.056
281797,253248402,29.5163,-1.48755,-0.361267,29.0326,1.66699,-2.34717,31.978,1.66821,0.154469,89.8589
281797,252440686,49.6524,-2.14795,-2.3042,32.7884,0.700195,-0.982666,39.5113,-1.53613,0.194392,98.2589
281797,262284362,52.0737,1.11035,-2.41309,28.5669,-0.441467,-0.699951,22.0758,-2.30273,32.0414,91.9912
281797,401635042,39.5894,2.14062,-0.328674,28.3232,-0.861328,-1.99341,37.6377,1.79248,0.217706,91.4232
281797,413345260,50.2244,1.45508,1.16187,44.4001,-2.32666,0.69458,21.4722,2.96631,0.142023,92.3726
281797,426333462,49.7539,-2.54297,1.96631,44.505,1.59229,1.34937,34.2978,-3.02588,0.142458,87.8341
281797,212645126,117.299,-0.729126,-1.21411,47.6287,2.50439,0.217224,64.3829,-2.98242,0.370455,189.31
281797,227367984,85.71,-1.00244,-1.89819,26.3078,0.120331,-0.42157,30.4546,2.12988,42.1207,91.8341
281797,305849230,71.224,0.817627,-0.902222,27.0573,-0.441223,0.636719,22.9451,-2.76172,37.8471,90.6114
281797,351506673,44.6422,-2.75537,0.602905,35.6967,0.991089,1.9375,25.0411,1.77832,0.157102,95.3644
281797,365004525,103.773,1.47681,0.903076,87.1634,1.71387,0.0408936,27.9614,-2.80957,58.1072,87.503
281797,366494863,59.015,1.85864,1.53076,32.2257,-1.24609,0.447571,70.6272,1.14478,0.653288,100.314
281797,377782087,39.593,2.12891,-1.74243,38.1699,-1.06445,-0.624634,31.927,1.27319,6.89597,90.19
281797,454856057,44.8746,0.677734,-0.719604,44.7069,-2.6665,-0.582031,38.1216,-2.1001,12.5088,89.335
281797,457572995,54.2209,2.69727,0.949097,29.4862,0.282776,2.02783,37.3233,1.44409,0.176931,87.3751
281797,554140276,52.8758,2.21973,0.987549,28.4352,-0.983643,-0.185638,30.2809,2.41895,0.219596,91.2488
281797,581749238,58.5945,-2.95508,-1.32617,35.4954,0.320801,-2.09375,28.2711,1.12598,0.253339,97.8195
281797,597868168,61.8203,0.272827,0.384644,52.9006,-0.247711,1.78687,50.687,0.143066,0.134767,91.7695
281797,881556188,59.0301,-2.7251,-1.53955,34.23,1.16797,-0.848877,49.6939,-0.963501,39.9191,89.4251
281797,627230134,97.1951,-2.8877,-0.60498,46.2886,-1.38306,-0.662354,28.2663,-0.338379,32.306,91.7497
